residueCount,resolution,structureMolecularWeight,crystallizationTempK,densityMatthews,densityPercentSol,phValue
512,0.00135,58.134370000000004,298.0,2.19,43.86,7.0
372,0.0021000000000000003,44.51661,278.0,2.11,41.66,6.8
304,0.002,35.07114,293.0,2.13,42.19,6.5
101,0.00159,12.60108,293.0,1.95,36.89,7.5
334,0.0013000000000000002,40.16449,281.0,2.57,52.16,8.0
624,0.0026000000000000003,68.58903,277.0,2.43,49.39,6.5
580,0.0019,65.97373,293.0,2.85,56.87,10.5
1696,0.0028,192.3558,293.0,2.82,56.46,5.5
123,0.002,14.0213,293.0,2.46,50.05,7.0
651,0.0023,75.59935,289.0,3.37,63.49,7.0
1036,0.002,113.37962,294.0,2.25,45.42,6.5
276,0.002,31.49727,311.0,2.79,55.93,8.0
254,0.0018000000000000002,29.526419999999998,294.0,2.32,47.08,4.6
1276,0.0025499999999999997,138.12107999999998,293.0,2.07,40.68,6.5
878,0.0020499999999999997,100.38847,298.0,2.72,54.72,7.0
125,0.0022,14.01769,293.0,2.97,58.65,5.9
184,0.00175,21.17563,277.0,2.23,44.52,8.5
174,0.0018000000000000002,20.50378,277.0,2.52,51.18,7.5
210,0.0023,24.33355,277.0,2.07,40.5,4.6
356,0.00159,43.81632,298.0,3.04,59.56,6.5
1060,0.0021000000000000003,116.28251,293.0,2.77,55.61,5.5
574,0.0015,65.60177,293.0,1.99,38.1,8.5
134,0.0014399999999999999,15.156799999999999,277.0,1.97,37.1,7.1
291,0.00148,33.8774,277.0,2.38,48.27,4.6
600,0.003,68.75142,277.0,3.79,67.5,5.6
310,0.002,34.323930000000004,277.0,2.35,47.28,5.6
2624,0.0035,300.70512,298.0,5.19,76.31,7.0
2624,0.0035,300.70512,298.0,5.19,76.31,7.0
2624,0.0035,300.70512,298.0,5.19,76.31,7.0
2624,0.0035,300.70512,298.0,5.19,76.31,7.0
964,0.00215,111.96676,277.0,2.39,48.45,8.0
780,0.0027300000000000002,88.0814,298.0,2.79,55.86,4.6
230,0.00165,25.84825,293.0,2.39,48.52,8.5
1007,0.0025,117.27559,277.0,3.35,63.24,6.8
1007,0.0025,117.27559,277.0,3.35,63.24,6.8
224,0.003,26.75207,273.0,5.89,79.11,9.2
884,0.00192,98.97576,295.0,2.39,48.55,7.0
884,0.00192,98.97576,295.0,2.39,48.55,7.0
829,0.0028,94.20616000000001,295.0,3.02,59.26,8.5
3316,0.0028,376.77644000000004,295.0,2.95,58.33,8.5
312,0.002,34.93957,289.0,2.17,43.23,6.5
312,0.0019,34.8995,289.0,2.17,43.23,6.5
312,0.0021000000000000003,34.92456,289.0,2.17,43.25,6.5
312,0.0019,34.8925,289.0,2.17,43.3,6.5
312,0.002,34.90152,289.0,2.17,43.29,6.5
312,0.0019,34.86751,289.0,2.17,43.35,6.5
312,0.002,34.917519999999996,289.0,2.17,43.26,6.5
312,0.00107,34.87349,289.0,2.2,44.01,6.5
312,0.00174,34.94155000000001,289.0,2.17,43.26,6.5
312,0.0011,34.87247,289.0,2.2,44.0,6.5
452,0.0024,50.667370000000005,298.0,2.6,52.74,7.0
340,0.002,36.06223000000001,298.0,3.04,59.55,7.0
1580,0.0020499999999999997,167.51542,277.0,2.39,48.65,6.5
302,0.0015,34.359680000000004,298.0,2.98,58.69,8.5
213,0.0024,24.449360000000002,293.0,2.24,45.02,7.9
408,0.0015,45.45821,298.0,2.24,45.11,8.5
1456,0.0022,167.38676999999998,293.0,2.47,50.18,6.4
1456,0.0022,167.38676999999998,293.0,2.47,50.18,6.4
449,0.0022,51.34352,298.0,1.94,36.68,9.0
88,0.0015500000000000002,10.75614,278.0,2.32,47.07,6.8
130,0.00132,14.06159,293.0,3.15,60.91,10.5
1560,0.0032,178.25956,301.0,3.13,60.67,6.8
500,0.0015,60.384339999999995,291.0,2.8,56.12,7.8
416,0.0028,47.75255000000001,298.0,3.46,64.41,6.5
818,0.0016,93.04913,297.0,2.28,45.99,6.5
1500,0.0028,173.22557999999998,293.0,3.84,64.31,6.5
1500,0.0028,173.22557999999998,293.0,3.84,64.31,6.5
2196,0.0023,249.13842000000002,277.0,4.7,73.83,8.0
2196,0.0023,249.13842000000002,277.0,4.7,73.83,8.0
2196,0.0023,249.13842000000002,277.0,4.7,73.83,8.0
2196,0.0023,249.13842000000002,277.0,4.7,73.83,8.0
205,0.0027,23.713520000000003,289.0,3.63,66.14,6.5
230,0.0013000000000000002,27.32166,293.0,1.87,34.11,3.2
360,0.0019,41.27811,293.0,2.31,46.81,6.5
156,0.00115,17.41778,293.0,2.01,38.78,4.6
555,0.0017800000000000001,61.85275,293.0,2.74,55.21,7.0
192,0.002,21.400180000000002,293.0,2.12,42.01,7.5
183,0.0015600000000000002,21.491410000000002,293.0,2.01,38.94,8.9
119,0.0012,13.50117,298.0,1.76,30.16,6.4
1676,0.0040999999999999995,189.80844000000002,293.0,2.98,58.72,6.5
1676,0.0040999999999999995,189.80844000000002,293.0,2.98,58.72,6.5
94,0.00188,10.67184,293.0,1.85,33.67,4.0
379,0.0023,42.60455,298.0,2.48,50.3,7.0
458,0.0016,51.430550000000004,291.0,2.27,45.82,6.4
1636,0.0024100000000000002,188.40177,298.0,2.91,57.8,5.6
1636,0.0024100000000000002,188.40177,298.0,2.91,57.8,5.6
1636,0.0024100000000000002,188.40177,298.0,2.91,57.8,5.6
1636,0.0024100000000000002,188.40177,298.0,2.91,57.8,5.6
2576,0.00235,293.38840999999996,298.0,2.59,52.49,7.5
1900,0.0025,208.69570000000002,293.0,3.12,60.53,7.5
1018,0.0019,113.29954,298.0,3.06,59.75,7.4
1018,0.0019,113.29954,298.0,3.06,59.75,7.4
128,0.00175,14.07525,298.0,1.98,37.79,4.6
128,0.00175,14.09829,298.0,1.97,37.69,5.84
1515,0.0029,172.93988000000002,291.0,2.91,57.69,7.5
256,0.0022500000000000003,28.62246,293.0,3.38,63.59,9.0
525,0.00269,61.769580000000005,291.0,2.59,52.6,6.9
234,0.0017,26.31606,291.0,1.95,36.95,10.0
538,0.0021000000000000003,61.88448,277.0,2.57,52.18,8.0
105,0.0009000000000000001,11.60357,293.0,1.88,34.46,5.5
105,0.001,11.58165,293.0,1.84,33.21,5.5
268,0.002,29.19211,293.0,3.28,62.5,7.2
268,0.0022,29.17808,293.0,3.23,61.93,7.2
390,0.0018000000000000002,41.8049,294.0,2.23,44.73,6.0
268,0.0022,29.17611,293.0,3.25,62.17,7.2
524,0.00233,59.907970000000006,294.0,2.04,39.68,6.5
542,0.0022,61.030519999999996,293.0,2.38,48.29,9.0
734,0.0027,83.69741,277.0,2.7,54.39,5.6
276,0.0016,30.13868,291.0,2.15,42.94,6.9
198,0.0015300000000000001,22.13031,298.0,2.62,52.68,5.0
327,0.00175,35.29696,298.0,1.9,35.1,5.2
542,0.0027,63.98096,298.0,2.88,57.3,8.0
726,0.002,82.98619000000001,293.0,3.03,59.45,7.7
816,0.0022,90.42128,293.0,1.83,32.83,8.5
390,0.00318,45.877410000000005,293.0,2.66,53.77,7.5
880,0.0028,100.80489,289.0,2.18,43.69,7.0
400,0.0028,46.386410000000005,289.0,3.0,63.4,5.5
338,0.00285,38.36439,290.0,2.65,53.64,7.3
120,0.002,13.36236,290.0,3.4,63.87,7.5
372,0.0018000000000000002,42.83287000000001,294.0,2.8,56.13,7.0
772,0.003,86.8572,277.0,4.13,70.25,7.4
268,0.00259,30.82927,293.0,2.24,45.05,5.6
1540,0.0017,173.03334,280.0,2.37,48.04,8.5
175,0.002,20.80473,291.0,3.24,62.01,7.5
215,0.00195,22.57007,298.0,4.38,71.91,4.0
215,0.00195,22.57007,298.0,4.38,71.91,4.0
402,0.0023,46.38646,293.0,2.02,39.03,7.5
175,0.0016,20.764650000000003,291.0,3.17,61.17,7.5
426,0.0023,45.26827,298.0,2.17,43.22,5.5
508,0.0023799999999999997,56.323,293.0,2.61,52.9,7.2
133,0.0017,15.39547,293.0,2.21,44.29,7.0
133,0.0017,15.39547,293.0,2.21,44.29,7.0
300,0.0018000000000000002,35.75288,277.0,2.53,50.97,7.0
802,0.0018000000000000002,93.56218,291.0,2.9,57.9,7.0
432,0.0019,45.84133,298.0,3.6,65.86,7.5
358,0.00168,40.95487000000001,298.0,2.53,51.43,5.5
164,0.0014,18.89479,296.0,2.61,53.71,6.9
360,0.0017,43.62221,298.0,3.25,62.11,7.5
472,0.0018000000000000002,53.772290000000005,298.0,2.11,41.66,7.5
4984,0.0019,562.96425,298.0,2.54,51.54,5.2
4984,0.00165,562.62,298.0,2.52,51.2,5.2
120,0.0018000000000000002,13.956280000000001,291.0,2.25,45.42,6.5
570,0.002,66.95253,300.0,2.78,55.7,7.0
1752,0.00217,193.70579999999998,295.0,2.77,55.6,4.6
996,0.00189,114.35555000000001,295.0,2.79,55.84,4.6
173,0.00167,18.796400000000002,291.0,3.16,60.85,5.6
553,0.0024,60.513580000000005,293.0,3.86,68.14,5.5
1118,0.002,131.15138000000002,295.0,2.66,53.77,5.0
476,0.00271,55.79321,293.0,3.33,63.08,5.5
476,0.00271,55.79321,293.0,3.33,63.08,5.5
496,0.00244,56.23214,293.0,2.37,48.07,8.5
239,0.0019,27.57505,293.15,2.41,48.96,6.2
293,0.0024100000000000002,33.49175,293.0,5.51,77.66,6.5
572,0.0015,64.95745,277.0,2.57,52.09,6.0
2292,0.002,248.85805,290.0,3.01,59.11,7.4
2096,0.0027,231.18275,292.0,2.73,54.87,4.6
558,0.0019,63.28349,298.0,2.07,40.66,7.5
490,0.00202,57.37664,293.0,2.73,54.87,7.5
310,0.0011,35.44505,277.0,2.4,48.7,6.0
1048,0.0028,117.63467999999999,293.0,2.5,50.72,4.2
131,0.0018000000000000002,14.70434,293.0,2.22,44.53,4.6
399,0.0022,46.789680000000004,293.0,2.62,52.99,7.5
135,0.0023,15.37941,293.0,1.92,36.03,7.3
836,0.0025499999999999997,87.93847000000001,298.0,2.16,42.94,7.5
62,0.001,7.1942900000000005,293.0,2.46,49.92,7.5
1132,0.0020499999999999997,127.40177000000001,300.0,2.22,44.67,7.0
4030,0.0033,448.67825,293.0,2.95,58.35,9.5
624,0.0022500000000000003,69.80848,298.0,2.4,48.79,6.5
624,0.0022500000000000003,69.80848,298.0,2.4,48.79,6.5
940,0.0012,108.51117,293.0,2.52,51.1,6.0
940,0.0019,108.6453,293.0,2.62,52.99,6.0
940,0.0024,108.62738,293.0,2.5,50.86,6.0
438,0.0029,46.902120000000004,294.0,4.32,71.55,4.5
295,0.0017,34.4973,291.0,2.2,42.8,7.8
1305,0.0020499999999999997,148.09469,298.0,2.26,45.54,7.5
240,0.0022,27.935200000000002,277.0,2.9,57.66,5.2
461,0.003,52.601949999999995,293.0,4.92,74.97,7.0
270,0.0023,32.12013,293.0,2.2,44.13,5.5
308,0.0023,33.512570000000004,298.0,1.97,37.5,8.5
308,0.0023,33.512570000000004,298.0,1.97,37.5,8.5
308,0.0023,33.512570000000004,298.0,1.97,37.5,8.5
322,0.00188,37.13621,295.0,2.84,56.63,8.5
300,0.0027,34.164449999999995,293.0,3.14,60.78,6.0
976,0.0019,111.19784,293.0,2.21,44.33,7.5
572,0.0017,64.82803,277.0,2.56,51.86,6.0
572,0.0017,64.68690000000001,277.0,2.57,52.14,6.0
572,0.0018000000000000002,65.05312,277.0,2.57,52.07,6.0
572,0.0018000000000000002,64.69529,277.0,2.55,51.81,6.0
572,0.0018000000000000002,64.90844,277.0,2.55,51.8,6.0
572,0.0019,64.71164,277.0,2.55,51.68,6.0
928,0.00271,107.94983,293.0,2.52,51.21,5.5
928,0.00271,107.94983,293.0,2.52,51.21,5.5
572,0.0015,64.83662000000001,277.0,2.58,52.37,6.0
706,0.002,80.26723,277.0,2.12,41.97,6.5
346,0.0018000000000000002,39.980000000000004,293.0,1.9,35.14,8.7
680,0.0019,74.8894,293.0,3.13,60.64,4.5
586,0.00185,67.46313,298.0,2.12,41.89,8.9
192,0.0021000000000000003,22.43778,291.0,2.5,51.1,5.0
442,0.0022,49.75923,293.0,1.99,38.09,6.5
171,0.0023,20.82821,294.0,3.14,60.83,7.5
508,0.002,53.588589999999996,298.0,2.49,50.63,7.5
888,0.0019,102.25557,298.0,2.31,46.82,8.5
1576,0.0022,182.12797,293.0,2.36,47.8,7.0
262,0.002,31.485380000000003,293.0,1.92,36.06,7.5
333,0.00167,37.95489,294.0,1.92,35.9,7.0
203,0.0016,24.46746,294.0,2.23,44.75,6.1
151,0.00193,16.86016,298.0,2.05,40.0,7.0
462,0.00157,49.37089,294.0,2.25,45.22,7.0
664,0.0015,80.93406,291.0,2.08,40.84,5.0
420,0.0017800000000000001,45.82821,292.0,2.06,40.24,6.5
336,0.0017,37.43307,283.0,2.08,40.73,8.5
216,0.00185,24.87675,293.0,2.51,51.09,7.0
287,0.0019,32.76921,293.0,2.93,58.03,7.5
139,0.0017,15.403500000000001,283.0,1.91,35.67,8.5
139,0.0018000000000000002,15.50555,283.0,1.89,34.97,8.5
896,0.00185,104.5419,291.0,3.14,60.88,7.5
896,0.00185,104.5419,291.0,3.14,60.88,7.5
896,0.00185,104.5419,291.0,3.14,60.88,7.5
897,0.0022,104.65324000000001,293.0,3.13,60.64,7.5
1436,0.0023,162.02582999999998,293.0,2.43,49.32,5.6
213,0.0036000000000000003,24.592029999999998,291.0,4.67,73.69,6.7
2015,0.0027,238.87822,297.0,2.56,51.89,7.0
2015,0.0027,238.87822,297.0,2.56,51.89,7.0
2015,0.0027,238.87822,297.0,2.56,51.89,7.0
2015,0.0027,238.87822,297.0,2.56,51.89,7.0
1969,0.0023,229.81745,293.0,2.66,53.71,7.0
1969,0.0023,229.81745,293.0,2.66,53.71,7.0
1969,0.0023,229.81745,293.0,2.66,53.71,7.0
514,0.0028,58.95921,291.0,2.67,53.91,8.5
1230,0.0018000000000000002,130.95052,295.0,1.96,42.4,8.0
266,0.0015,30.007740000000002,293.0,2.15,42.9,6.0
131,0.0015,14.677610000000001,298.0,2.07,40.64,7.0
942,0.0039,106.79563,295.0,3.84,67.97,7.5
990,0.0026000000000000003,110.85889999999999,293.0,2.73,55.0,6.5
990,0.0026000000000000003,110.85889999999999,293.0,2.73,55.0,6.5
484,0.0021000000000000003,53.7177,268.0,2.27,45.8,6.5
1348,0.00206,156.29688000000002,298.0,2.49,50.69,6.9
534,0.0025,61.25774,291.0,3.44,64.28,5.6
1068,0.0029,122.57343,298.0,3.9,68.49,7.5
278,0.00215,31.028570000000002,294.0,2.03,39.42,6.5
1248,0.0035,143.03884,293.0,2.96,58.45,8.0
235,0.00165,27.085250000000002,277.0,2.26,45.68,4.6
566,0.0019,60.89552,290.0,2.05,40.08,4.0
432,0.0018000000000000002,50.19613,277.0,2.52,51.15,7.0
668,0.0018000000000000002,72.79481,293.0,2.47,50.16,7.0
834,0.0028,90.16083,293.0,2.39,48.55,6.5
920,0.00223,104.65327,293.0,2.15,42.66,7.0
3988,0.0028,456.52888,293.0,2.69,54.3,8.5
636,0.00185,75.56058,277.0,2.58,52.41,8.0
638,0.0019,75.37226,277.0,2.31,46.66,6.4
2084,0.00165,232.84108,293.0,2.39,48.52,8.0
642,0.0018000000000000002,75.91651,277.0,2.82,56.38,5.6
627,0.0023,72.84896,277.0,4.73,74.0,5.3
627,0.0023,72.84896,277.0,4.73,74.0,5.3
627,0.0023,72.84896,277.0,4.73,74.0,5.3
318,0.0012,34.78418,290.0,2.07,40.45,7.5
318,0.0011200000000000001,34.71108,290.0,2.01,38.92,7.5
318,0.00115,34.75316,290.0,2.02,39.1,7.5
252,0.00215,27.76291,293.0,2.28,45.96,4.0
252,0.00215,27.76291,293.0,2.28,45.96,4.0
135,0.0022,15.4834,298.0,2.15,42.81,6.5
266,0.0015,30.76141,300.0,2.06,40.36,8.1
442,0.002,48.01771,294.0,2.17,43.23,7.5
442,0.002,48.01771,294.0,2.17,43.23,7.5
906,0.00165,99.16957000000001,294.0,2.17,43.29,8.5
906,0.00165,99.16957000000001,294.0,2.17,43.29,8.5
906,0.00165,99.16957000000001,294.0,2.17,43.29,8.5
315,0.002,36.660489999999996,277.0,2.14,42.6,5.0
233,0.00182,26.35547,300.0,2.13,42.24,7.0
274,0.0022500000000000003,30.2235,294.0,2.64,53.46,8.0
294,0.002,31.91566,293.0,2.6,50.2,8.0
2373,0.0019399999999999999,244.85823000000002,294.0,2.34,47.48,9.5
442,0.0023,48.168940000000006,294.0,2.14,42.49,8.5
210,0.0024,23.55429,294.0,2.75,55.31,7.0
1497,0.0032,170.41814000000002,298.0,2.36,47.9,7.5
1536,0.0027,164.80127,294.0,2.97,58.52,7.5
268,0.0019,31.192400000000003,291.0,2.1,40.7,6.5
296,0.00246,33.95691000000001,289.0,3.09,60.24,7.0
358,0.003,39.6967,293.0,3.76,67.26,7.5
416,0.0024,47.5807,293.0,3.22,61.76,7.8
606,0.00165,65.6503,285.0,2.27,45.9,7.7
364,0.0023,48.38483,277.0,2.79,55.86,6.5
860,0.0031000000000000003,96.75255,298.0,4.43,72.25,6.0
664,0.00185,75.2496,289.0,2.22,44.48,5.5
315,0.0017,36.71657,277.0,2.16,43.05,5.0
492,0.00164,53.765440000000005,293.0,1.91,35.56,8.3
204,0.00192,25.1451,289.0,3.54,65.26,8.5
3864,0.00197,444.56959000000006,293.0,2.26,45.67,7.5
192,0.00166,21.88286,277.0,2.4,48.84,7.8
1434,0.0027,160.53701999999998,298.0,2.89,57.46,8.5
842,0.0022,96.45749,293.0,2.22,44.68,7.5
951,0.00276,106.68872999999999,277.0,2.91,57.78,7.5
704,0.0019,77.91146,293.0,1.9,35.3,4.6
728,0.0019,81.03083000000001,298.0,2.24,44.97,5.6
328,0.0028,34.99303,277.0,3.94,68.76,6.5
328,0.0028,34.99303,277.0,3.94,68.76,6.5
325,0.00186,37.20695,298.0,2.93,57.97,8.6
646,0.0023,71.06048,298.0,2.54,51.62,8.75
314,0.00196,36.16724,298.0,2.25,45.3,8.2
724,0.0019399999999999999,81.83086,295.0,2.1,41.56,8.1
512,0.002,57.06608,295.0,2.3,46.62,9.0
139,0.0024,16.791490000000003,294.0,2.58,52.4,7.0
155,0.00195,18.227130000000002,294.0,2.32,46.95,7.0
254,0.0016,29.781330000000004,293.0,2.06,40.42,9.5
968,0.0021000000000000003,106.04688,298.0,2.37,48.02,6.0
736,0.00159,81.71909,293.0,2.47,50.29,4.5
555,0.00252,60.76881,293.0,3.8,67.66,6.5
627,0.0024,71.76634,277.0,3.27,62.35,8.0
224,0.0013000000000000002,26.870910000000002,277.0,2.06,40.21,8.0
245,0.0025,27.06437,293.0,2.71,54.58,4.5
2188,0.0027,239.74945000000002,294.0,2.63,53.3,7.5
506,0.00199,53.94923000000001,298.0,2.56,52.05,8.5
104,0.0015500000000000002,12.27393,277.0,2.29,46.28,5.6
405,0.0027,46.42074,293.0,2.2,44.08,5.5
138,0.0024500000000000004,16.06136,293.0,2.21,44.23,7.0
1612,0.0026000000000000003,178.08410999999998,293.0,2.33,47.17,5.6
424,0.0021000000000000003,44.698910000000005,298.0,3.3,62.77,4.6
124,0.0026000000000000003,13.976709999999999,293.15,2.21,43.74,8.0
156,0.0018000000000000002,17.22265,293.0,2.31,46.67,7.5
266,0.0021000000000000003,28.33401,293.0,2.69,54.29,5.4
620,0.003,69.49028,293.0,2.66,53.78,6.5
216,0.0021000000000000003,26.10575,278.0,2.07,40.71,8.2
184,0.00145,21.91252,294.0,2.0,38.63,6.5
178,0.0016,21.25091,291.0,2.39,48.61,4.9
1400,0.0024,153.13191,289.0,3.27,62.38,4.6
227,0.00159,26.307570000000002,277.0,2.84,56.76,5.6
227,0.00159,26.307570000000002,277.0,2.84,56.76,5.6
616,0.0023,64.06985,298.0,2.93,57.98,5.8
560,0.0018000000000000002,66.69998,298.0,2.23,44.9,7.5
107,0.0028,12.03519,293.0,4.64,73.51,6.5
480,0.00193,55.30088,293.0,4.04,69.59,4.8
346,0.002,41.51325,289.0,2.1,41.33,6.8
1508,0.0027,170.96020000000001,293.0,2.22,44.51,8.2
1508,0.0027,170.96020000000001,293.0,2.22,44.51,8.2
502,0.00165,56.59014,293.0,2.07,40.63,5.5
1984,0.00267,225.82173,298.0,3.4,63.88,5.5
424,0.0022,44.78595,298.0,3.3,62.77,4.6
4496,0.0024,530.54831,295.0,2.36,47.87,6.5
1311,0.0026200000000000004,153.59133,297.0,4.98,75.32,5.6
424,0.00235,45.36346,293.0,2.28,45.99,4.4
812,0.0018000000000000002,88.91993,293.0,2.06,40.35,7.4
1320,0.0024500000000000004,147.90562,293.0,6.47,80.98,5.6
424,0.0021000000000000003,44.58186,298.0,3.3,62.77,4.6
424,0.0021000000000000003,44.58887,298.0,3.3,62.77,4.6
424,0.0021000000000000003,44.63582,298.0,3.3,62.77,4.6
424,0.002,44.90007,298.0,3.3,62.77,4.6
207,0.00165,22.62559,298.0,2.01,38.69,6.2
207,0.00165,22.62559,298.0,2.01,38.69,6.2
207,0.00165,22.62559,298.0,2.01,38.69,6.2
1140,0.0029500000000000004,130.36391,291.0,2.96,58.49,7.5
1140,0.0029500000000000004,130.36391,291.0,2.96,58.49,7.5
424,0.002,44.72993,298.0,3.3,62.77,4.6
532,0.00252,61.01674,297.0,3.31,62.8,7.0
532,0.00252,61.01674,297.0,3.31,62.8,7.0
251,0.0016,29.102430000000002,291.0,2.1,41.36,7.0
207,0.0022,22.53416,293.0,3.17,61.16,7.0
2708,0.0033,309.66769,277.5,3.78,67.44,8.5
2708,0.0033,309.66769,277.5,3.78,67.44,8.5
2708,0.0033,309.66769,277.5,3.78,67.44,8.5
367,0.0018000000000000002,42.827890000000004,277.0,2.25,45.24,7.25
308,0.0025,35.50708,293.0,2.12,41.85,5.6
308,0.0025,35.50708,293.0,2.12,41.85,5.6
308,0.0025,35.50708,293.0,2.12,41.85,5.6
308,0.0025,35.50708,293.0,2.12,41.85,5.6
412,0.00175,46.95385,277.0,2.18,43.45,8.5
412,0.00175,46.95385,277.0,2.18,43.45,8.5
173,0.0018000000000000002,19.23717,298.0,3.34,63.16,6.0
755,0.0019,85.46217,293.0,2.25,45.37,5.5
660,0.0022,74.41959,291.0,3.19,61.41,8.5
138,0.0020499999999999997,14.30365,293.0,1.95,36.91,8.5
285,0.0011,31.80871,298.0,2.22,44.64,5.9
776,0.0018000000000000002,86.37337,294.0,3.28,62.5,6.5
1128,0.0019,121.83297999999999,291.0,2.13,42.38,7.5
1128,0.0019,121.83297999999999,291.0,2.13,42.38,7.5
93,0.0013000000000000002,10.909030000000001,291.0,2.03,39.48,3.5
412,0.0024,46.32036,295.0,2.38,48.27,5.5
385,0.00146,43.54557,291.0,2.37,48.02,8.5
426,0.00185,48.835300000000004,294.0,3.24,62.01,7.5
536,0.0019,63.35387,291.0,2.25,45.42,6.0
195,0.0013000000000000002,22.27915,277.0,2.09,41.24,5.5
196,0.0022,24.06708,298.0,2.46,50.09,6.0
1924,0.002,209.14703,287.0,2.08,40.89,8.0
1924,0.0020499999999999997,209.04757999999998,287.0,2.09,41.23,8.0
364,0.0026000000000000003,41.05662,295.0,2.93,58.07,7.4
438,0.0023,50.64172,294.0,2.5,50.8,6.5
346,0.0020299999999999997,38.9347,298.0,2.03,39.43,8.5
173,0.00165,20.51305,291.0,2.25,45.34,7.5
147,0.00091,16.33875,293.0,2.14,42.5,5.6
159,0.0026000000000000003,18.74916,290.0,2.57,52.19,7.0
159,0.0012,18.64246,295.0,2.0,38.3,4.6
220,0.0015,25.56367,295.0,2.33,47.22,7.5
1228,0.002,140.26577,293.0,2.66,53.77,6.4
85,0.0020099999999999996,9.576459999999999,289.0,2.39,48.58,6.5
484,0.0022,55.244440000000004,288.0,2.15,42.68,8.5
185,0.0021000000000000003,20.97901,277.0,2.28,45.99,10.0
832,0.0024,94.12665,292.0,2.71,54.66,7.5
917,0.0025499999999999997,102.47047,292.0,2.49,50.56,7.8
314,0.0018000000000000002,34.14835,293.0,1.98,38.01,7.0
170,0.0017,20.740080000000003,293.0,2.2,44.07,7.4
109,0.0032,12.81884,293.0,2.68,54.1,6.5
261,0.00175,29.093470000000003,293.0,2.92,57.91,8.5
261,0.0020499999999999997,29.05309,293.0,2.9,57.59,8.5
169,0.0018000000000000002,18.12944,298.0,2.16,43.17,8.0
169,0.002,18.11442,298.0,2.14,42.59,8.0
439,0.0021000000000000003,51.2323,298.0,3.55,65.38,7.5
684,0.0017,76.3134,293.0,2.86,56.94,6.5
155,0.00185,18.08973,298.0,2.05,40.06,6.5
435,0.0021000000000000003,51.49293,291.0,1.95,37.08,8.5
127,0.0013000000000000002,13.594430000000001,291.0,2.02,39.09,7.0
127,0.00102,13.731,291.0,1.94,36.68,5.5
299,0.0021000000000000003,35.453230000000005,278.0,3.36,63.4,7.0
223,0.00168,26.44764,293.0,2.2,44.06,8.5
684,0.0018000000000000002,76.31727000000001,293.0,2.88,57.22,6.5
866,0.00318,94.43916,298.0,3.31,62.83,8.0
866,0.00318,94.43916,298.0,3.31,62.83,8.0
164,0.0018000000000000002,18.88273,296.0,2.6,52.77,6.8
888,0.0020299999999999997,97.51597000000001,295.15,2.76,55.46,5.6
534,0.0023,55.86734,316.0,1.9,35.27,8.0
201,0.0021000000000000003,22.16721,294.0,2.43,49.39,7.0
536,0.0021000000000000003,58.83059,289.0,3.72,66.93,7.5
730,0.0022,84.34579,293.0,3.57,65.51,5.6
1090,0.0031000000000000003,123.57449000000001,293.0,4.25,71.08,7.3
236,0.00195,24.31157,298.0,2.02,39.25,7.1
236,0.00195,24.31157,298.0,2.02,39.25,7.1
236,0.0018000000000000002,24.26351,298.0,2.04,39.75,7.1
236,0.00165,24.28256,298.0,2.03,39.46,7.1
236,0.0018000000000000002,24.254540000000002,298.0,2.03,39.39,7.1
1352,0.0025499999999999997,147.31873000000002,294.0,3.21,61.65,7.6
1352,0.0022,147.38275000000002,294.0,3.17,61.24,7.6
1352,0.00215,145.96781000000001,294.0,3.17,61.19,7.9
1352,0.0029500000000000004,145.96784,294.0,3.26,62.27,7.1
706,0.0032,83.26437,295.0,2.97,58.62,7.4
118,0.00139,13.446370000000002,295.0,1.92,35.86,6.5
326,0.002,37.02903,277.0,3.19,61.45,9.0
141,0.0012,15.337959999999999,278.0,2.25,45.27,4.6
141,0.0015,15.321959999999999,278.0,2.25,45.42,4.6
1718,0.0028,194.06082999999998,298.0,2.42,49.08,7.9
1718,0.0028,194.06082999999998,298.0,2.42,49.08,7.9
1718,0.0028,194.06082999999998,298.0,2.42,49.08,7.9
576,0.0018000000000000002,65.13327,298.0,4.45,72.39,7.5
392,0.00173,42.94121,298.0,2.53,51.4,6.2
1830,0.0020800000000000003,199.46012,298.0,2.47,50.19,7.8
294,0.0022,34.84816000000001,293.0,2.07,40.61,4.6
897,0.002,103.03723,294.0,3.12,60.58,7.0
268,0.0019,29.14608,289.0,3.42,64.02,7.5
496,0.0021000000000000003,56.68331,291.0,2.07,40.48,8.0
496,0.0021000000000000003,56.68331,291.0,2.07,40.48,8.0
2976,0.00195,337.84166,289.0,2.72,54.79,7.5
2976,0.0018000000000000002,338.99544000000003,289.0,2.72,54.81,7.5
1408,0.0028,154.08662,298.0,2.76,55.37,8.3
141,0.0015,15.53617,276.0,2.25,45.29,4.6
141,0.0015,15.53821,276.0,2.27,45.85,4.6
141,0.00135,15.50615,276.0,2.2,44.14,4.6
488,0.0024,54.52132,293.0,2.8,56.01,5.5
535,0.00189,57.8941,290.0,2.76,55.48,8.0
435,0.0022,51.330940000000005,277.0,2.33,47.32,6.0
3036,0.0027,338.93669,293.0,2.37,48.16,6.5
958,0.0021000000000000003,107.28695,277.0,2.61,52.93,6.25
378,0.0016,43.38646,293.0,1.88,34.66,3.6
443,0.0014,49.6888,277.0,2.23,44.85,7.2
443,0.0014,49.6888,277.0,2.23,44.85,7.2
