residueCount,resolution,structureMolecularWeight,crystallizationTempK,densityMatthews,densityPercentSol,phValue
516,0.0014,58.03201000000001,293.0,2.46,49.96,5.5
1800,0.00189,206.37056,298.0,2.45,49.88,7.3
456,0.0014,49.65332,293.0,2.04,39.7,7.0
258,0.0017,28.90136,298.0,2.23,44.89,6.5
1748,0.0022,195.26489,277.0,2.38,48.31,9.0
610,0.00202,67.72076,293.0,2.23,44.78,6.5
456,0.0014,49.95955000000001,293.0,2.05,39.92,7.5
652,0.00195,75.20927,295.0,2.24,45.06,7.5
246,0.0017800000000000001,28.12219,298.0,2.02,39.25,9.5
548,0.00189,61.74139,277.0,2.44,49.54,8.0
2004,0.0019,227.64953,295.0,2.44,49.5,7.5
77,0.0015500000000000002,8.61076,291.0,2.01,38.83,3.7
96,0.0021000000000000003,10.62538,291.0,2.27,45.8,7.0
77,0.00164,8.68975,291.0,2.01,38.7,3.7
776,0.002,85.09337,298.0,2.44,49.56,6.5
2132,0.002,234.19716,291.0,2.43,49.41,5.5
598,0.002,65.71177,294.0,2.55,51.69,6.5
324,0.0017,36.764430000000004,292.0,2.09,41.08,6.0
324,0.0017,36.764430000000004,292.0,2.09,41.08,6.0
324,0.0023,37.542519999999996,292.0,2.48,50.37,6.0
326,0.0024,37.03639,292.0,2.43,49.48,6.0
526,0.0013100000000000002,56.377449999999996,292.0,2.01,38.94,8.7
526,0.0015,56.85028,292.0,2.02,39.0,8.7
1228,0.003,136.48109,298.0,2.62,53.13,6.6
1228,0.003,136.48109,298.0,2.62,53.13,6.6
170,0.0015500000000000002,18.492900000000002,296.0,1.88,34.43,7.5
518,0.0013000000000000002,59.24589,293.0,2.32,46.9,5.6
518,0.0015,59.23553,293.0,2.33,47.22,5.6
518,0.0013700000000000001,59.1939,293.0,2.35,47.77,5.6
518,0.00132,59.308370000000004,293.0,2.31,46.74,5.6
518,0.00124,59.48697,293.0,2.33,47.23,5.6
318,0.0024,37.29316000000001,277.0,3.36,63.36,7.5
498,0.0018000000000000002,57.34534,277.0,2.47,50.22,6.5
164,0.0023,19.12651,278.0,2.75,55.26,6.8
290,0.0021000000000000003,32.85856,293.0,2.09,41.23,7.5
294,0.0019,33.244980000000005,277.0,2.75,55.35,6.5
754,0.0021000000000000003,86.16031,298.0,2.41,49.01,6.0
842,0.00263,97.74755,293.0,2.52,51.19,4.6
928,0.00195,114.32565,295.0,2.01,38.7,8.0
928,0.0020499999999999997,114.45391000000001,295.0,2.01,38.82,8.0
1108,0.0024,129.03807,298.0,2.57,52.12,8.0
594,0.00142,66.22713,298.0,2.11,41.63,7.8
1684,0.0023,195.50372000000002,293.0,2.0,38.36,4.6
1524,0.0019,177.67761,293.0,2.58,52.25,7.5
940,0.0021000000000000003,103.91479,291.0,2.53,51.34,5.4
940,0.0023,103.91282000000001,291.0,2.5,50.81,5.4
351,0.0020099999999999996,39.903330000000004,293.0,2.39,48.48,6.5
351,0.0019,39.65425,293.0,2.38,48.28,6.5
325,0.0018000000000000002,37.98161,293.0,2.47,50.22,7.5
1020,0.00236,114.05915,298.0,2.66,53.77,7.5
1248,0.0021000000000000003,136.66235999999998,293.0,2.24,45.19,5.0
732,0.0017,84.38978,277.0,2.89,57.5,5.6
506,0.00235,58.86556,294.0,2.23,44.96,7.5
443,0.0021000000000000003,49.8248,298.0,2.05,40.14,8.0
2568,0.0038,286.13878000000005,278.0,3.76,67.27,7.5
1908,0.0019,218.81109,277.0,2.38,48.3,7.5
860,0.0023,93.6014,293.0,2.35,47.58,4.6
860,0.0023,93.6014,293.0,2.35,47.58,4.6
430,0.0026000000000000003,46.57737,293.0,2.02,38.97,9.0
430,0.0026000000000000003,46.57737,293.0,2.02,38.97,9.0
2568,0.0044,285.17062,278.0,3.67,66.45,7.8
837,0.0020499999999999997,90.64076,289.0,2.89,57.49,6.5
858,0.0029,96.03832000000001,293.0,2.21,44.35,8.0
858,0.0029,96.03832000000001,293.0,2.21,44.35,8.0
858,0.0029,96.03832000000001,293.0,2.21,44.35,8.0
424,0.0017,48.47505,293.0,2.62,52.98,6.5
704,0.0018000000000000002,81.48766,277.0,2.12,42.08,5.0
884,0.0021000000000000003,94.16227,293.0,2.44,49.49,10.4
884,0.0021000000000000003,94.16227,293.0,2.44,49.49,10.4
426,0.003,48.26664,298.0,2.21,44.3,7.5
555,0.0032,59.66778,293.0,3.5,65.0,4.5
204,0.00193,23.54614,277.0,3.85,68.09,8.67
406,0.0018000000000000002,44.04577,291.0,2.12,41.98,8.0
406,0.00165,44.434160000000006,291.0,2.14,42.55,8.0
388,0.0025,43.34374,295.0,5.25,76.58,4.0
1010,0.00285,114.78181,293.0,2.9,57.55,4.6
267,0.0025,30.88084,291.0,3.09,60.15,7.0
800,0.0024300000000000003,94.88627000000001,277.0,2.23,44.88,4.6
423,0.0018000000000000002,47.12404,298.0,2.92,57.89,7.5
956,0.0024,103.96713000000001,298.0,2.54,51.63,5.5
74,0.0028,9.01822,298.0,3.39,63.71,7.0
74,0.0028,9.01822,298.0,3.39,63.71,7.0
113,0.002,13.63614,298.0,2.32,46.9,5.6
1264,0.00199,143.53269,289.0,2.28,46.08,6.5
438,0.0022,50.7216,298.0,2.29,46.21,6.6
1564,0.0027,166.28889,293.0,2.59,52.51,8.0
516,0.0013000000000000002,55.88077,298.0,2.26,45.51,8.0
156,0.002,18.9283,293.0,2.44,49.61,8.5
417,0.0018000000000000002,47.73374,277.0,2.94,58.23,4.5
1098,0.00215,125.81403,298.0,2.21,44.32,4.6
400,0.0035,43.786339999999996,289.0,2.78,55.81,6.5
376,0.00175,42.51981,294.0,2.72,54.85,6.2
342,0.0015500000000000002,39.55088,298.0,2.94,58.22,8.2
194,0.0025,22.27353,298.0,2.02,38.97,8.5
480,0.0023,53.084070000000004,290.0,3.23,61.96,7.5
394,0.0023,42.51762,289.0,1.95,36.8,5.5
498,0.0018700000000000001,54.88461,277.0,2.73,54.9,8.0
888,0.002,99.17371000000001,298.0,2.75,55.29,8.0
888,0.0019,98.18761,298.0,2.92,57.9,8.0
126,0.00125,14.50303,298.0,2.33,47.26,7.0
122,0.0017,13.9049,291.0,2.24,45.08,8.5
122,0.00135,13.87082,291.0,2.18,43.56,8.0
260,0.002,30.411360000000002,298.0,2.77,55.55,4.6
760,0.0025,88.2805,298.0,2.16,43.01,4.6
417,0.0033,45.60362000000001,294.0,2.41,48.92,7.5
526,0.0019,61.387440000000005,298.0,2.14,42.62,7.0
1112,0.0024,123.05423,295.0,3.07,59.97,7.2
265,0.0024,31.90017,293.0,2.5,50.73,6.5
676,0.0027,82.57892,297.0,3.69,66.69,9.5
391,0.0019,46.09780000000001,277.0,2.97,58.61,9.0
148,0.0019,16.89363,277.0,1.97,37.63,5.0
265,0.00123,31.88427,293.0,2.08,41.0,6.0
222,0.00185,24.323990000000002,295.0,1.88,34.69,6.0
594,0.0025,64.9828,293.0,2.76,55.5,7.5
1000,0.0017900000000000001,111.9303,298.0,2.2,44.12,7.0
1000,0.0017900000000000001,111.9303,298.0,2.2,44.12,7.0
279,0.0026000000000000003,31.236990000000002,291.0,2.27,45.78,7.5
252,0.002,33.912510000000005,298.0,2.57,52.06,7.6
550,0.00216,64.67016000000001,277.0,2.99,58.82,7.0
550,0.00216,64.67016000000001,277.0,2.99,58.82,7.0
299,0.00095,34.29948,277.0,2.14,40.94,9.0
358,0.0034,39.67325,294.0,2.32,47.09,7.5
258,0.0021000000000000003,28.7885,291.0,2.52,51.11,7.5
246,0.0021000000000000003,28.35973,291.0,2.39,48.51,7.5
133,0.00145,15.65363,277.0,1.97,37.71,8.5
326,0.0015500000000000002,37.77565,295.0,2.34,47.52,7.5
78,0.0017,9.134020000000001,298.0,2.48,50.38,8.1
788,0.0025,91.46889,277.0,2.5,50.87,9.0
2048,0.0022,210.71262,289.0,2.39,48.54,4.0
824,0.0017,98.74266,277.0,2.19,43.8,4.6
194,0.00117,24.29853,298.0,2.51,51.07,8.6
194,0.00148,24.59345,298.0,2.52,51.24,6.0
187,0.00138,23.434310000000004,298.0,2.28,45.95,6.0
646,0.0029,71.04259,298.0,2.58,52.31,7.5
1554,0.0018000000000000002,184.50029999999998,293.0,2.63,53.15,7.5
686,0.00196,72.47064999999999,298.0,2.14,42.62,5.1
373,0.00204,40.83776,293.0,2.63,53.18,6.0
353,0.0024,40.42437,298.0,3.05,59.62,7.0
259,0.002,30.6568,293.0,2.32,47.04,4.5
646,0.002,71.38136,298.0,2.32,46.93,7.5
1400,0.0029,161.28512,291.0,5.34,76.97,6.5
1400,0.0029,161.28512,291.0,5.34,76.97,6.5
933,0.0023,106.92227000000001,298.0,3.39,63.71,4.6
558,0.00195,66.37399,290.0,2.59,52.47,7.0
852,0.002,101.9812,277.0,2.16,43.13,6.0
97,0.0021000000000000003,11.11459,291.0,2.52,51.1,6.5
200,0.00177,22.80416,293.0,2.34,47.41,8.3
690,0.0022500000000000003,76.39909,293.0,2.27,45.8,6.0
197,0.00175,20.63634,296.0,2.25,45.45,7.5
504,0.0024,56.12961,291.0,3.82,67.79,5.6
1252,0.0022,141.26559,291.0,2.73,54.91,6.5
164,0.00132,17.81622,294.0,2.22,44.64,6.5
840,0.0018000000000000002,92.84230000000001,291.0,1.77,30.0,6.5
256,0.00166,28.58818,289.0,2.11,41.7,7.5
329,0.00185,37.57712,290.0,1.92,36.0,6.5
323,0.00185,36.543400000000005,295.0,3.06,59.79,7.0
494,0.00151,57.96527,293.0,2.54,51.58,6.0
740,0.0024,85.29214,291.0,2.21,44.43,7.4
740,0.0020499999999999997,85.26673,291.0,2.25,45.39,7.4
121,0.002,13.32358,293.0,1.96,37.35,5.6
126,0.00204,13.74834,290.0,2.19,43.74,6.0
126,0.00204,13.74834,290.0,2.19,43.74,6.0
360,0.0022500000000000003,42.19714,293.0,2.17,43.43,5.9
720,0.0021000000000000003,84.91602,293.0,2.26,45.65,5.9
723,0.0027,77.88288,294.0,2.87,57.08,7.4
723,0.0027,77.88288,294.0,2.87,57.08,7.4
723,0.0027,77.88288,294.0,2.87,57.08,7.4
723,0.0027,77.85785000000001,294.0,2.89,57.45,7.4
282,0.0017,32.6073,293.0,2.2,44.12,7.0
367,0.0016200000000000001,39.59291,293.0,2.64,53.45,6.5
2158,0.0029500000000000004,238.02292000000003,298.0,2.69,54.3,7.0
2158,0.0029500000000000004,238.02292000000003,298.0,2.69,54.3,7.0
1022,0.0022400000000000002,114.05607,298.0,2.91,57.69,6.0
1938,0.0021000000000000003,211.28344,293.0,2.5,50.89,7.0
223,0.0018000000000000002,24.279580000000003,298.0,2.73,54.97,6.0
937,0.0018700000000000001,104.48489000000001,289.0,1.7,27.83,4.6
864,0.0018000000000000002,97.52823,298.0,2.25,45.38,8.0
558,0.0023,64.31091,294.0,3.44,64.21,9.0
1068,0.0025,114.24986,277.0,2.14,42.44,7.5
723,0.002,83.3797,298.0,2.94,58.12,6.0
618,0.0024,70.18239,298.0,2.23,44.82,7.7
1068,0.002,117.11812,293.0,2.25,45.22,8.5
534,0.0016,58.615089999999995,293.0,2.4,48.82,5.5
1042,0.00167,118.82867,298.0,2.38,48.41,7.0
716,0.0020299999999999997,80.42441000000001,298.0,2.5,50.81,6.5
408,0.0018000000000000002,45.65811,277.0,2.68,54.17,8.5
1068,0.0019,117.11419000000001,293.0,2.25,45.45,6.5
278,0.002,31.8691,297.0,2.29,46.24,7.0
436,0.0022,47.28201,289.0,2.26,45.51,7.5
1014,0.00152,118.00878,298.0,2.22,44.65,6.5
1014,0.00152,118.00878,298.0,2.22,44.65,6.5
396,0.0017,47.836059999999996,277.0,2.31,46.85,8.5
424,0.00185,48.88596,277.0,2.14,42.65,4.6
255,0.00261,28.79044,293.0,2.58,52.4,7.0
548,0.0017,58.34266,298.0,3.69,66.69,8.5
1096,0.0024,124.31454,291.0,4.08,69.82,6.0
476,0.0029500000000000004,53.08193,277.0,4.11,70.08,8.5
472,0.0015,52.37845,298.0,2.46,50.07,6.3
462,0.0032,51.15943,293.0,6.73,81.73,7.5
532,0.00239,60.287980000000005,277.15,4.09,69.93,5.8
1040,0.00183,114.14914999999999,291.0,1.95,36.76,7.5
283,0.0016,33.05092,277.0,2.2,44.1,6.5
572,0.0022,65.88662,298.0,2.43,49.4,5.5
730,0.0020099999999999996,84.09005,277.0,2.12,42.07,7.5
756,0.0019,90.73161,298.0,2.36,47.94,7.0
954,0.002,104.31305,283.0,2.55,51.75,4.6
954,0.002,104.31305,283.0,2.55,51.75,4.6
204,0.0026200000000000004,23.73405,298.0,4.48,72.57,8.3
780,0.0024500000000000004,92.93748,298.0,3.18,61.28,5.6
774,0.0025,88.11621000000001,277.0,2.88,57.29,5.6
448,0.0016899999999999999,52.29857,277.0,2.18,43.62,6.5
396,0.00135,47.04415,277.0,2.59,52.56,3.7
1400,0.0024,156.20234,298.0,3.44,64.26,5.6
425,0.0023,47.70953,298.0,2.0,38.53,7.5
662,0.0021200000000000004,76.08852,277.0,2.23,44.73,8.0
4404,0.00259,495.22253000000006,298.0,2.52,51.1,6.5
450,0.0022,47.66849,298.0,2.29,46.27,6.5
146,0.0022,16.83353,293.0,2.16,43.14,6.5
146,0.0019,16.83353,293.0,2.16,42.94,6.5
146,0.0021000000000000003,16.86154,293.0,2.17,43.33,6.5
189,0.0018000000000000002,21.36773,292.0,2.6,52.63,6.5
696,0.003,77.46477,298.0,2.3,46.47,7.5
696,0.0024,77.52114,298.0,2.3,46.43,6.5
2088,0.00211,232.58656,298.0,2.4,48.67,8.5
1122,0.00227,132.36410999999998,291.0,2.29,46.19,4.5
950,0.00199,103.49432000000002,283.0,2.6,52.61,4.6
606,0.00175,67.62782000000001,291.0,2.05,40.02,4.2
1800,0.0017,203.16589000000002,294.0,2.34,47.4,5.4
238,0.0022500000000000003,28.380200000000002,277.0,3.38,63.61,8.2
1108,0.002,123.88579,291.0,2.17,43.28,5.5
156,0.0021000000000000003,17.50108,293.0,2.07,40.56,5.5
1408,0.0019,156.72592,294.0,2.58,52.43,5.5
285,0.0026000000000000003,32.18096,277.15,4.38,71.93,7.5
602,0.00235,69.27127,277.15,2.42,49.17,7.0
1256,0.00221,144.07117000000002,298.0,2.16,43.02,7.8
550,0.00164,58.528839999999995,298.0,3.77,67.34,8.5
310,0.002,34.81758,277.0,1.93,36.27,6.0
149,0.002,16.03937,294.0,3.19,61.44,7.5
838,0.0032,94.16133,289.0,2.11,41.79,8.0
838,0.0032,94.16133,289.0,2.11,41.79,8.0
198,0.0018000000000000002,22.455060000000003,292.0,2.11,41.83,5.0
896,0.0017,98.78432000000001,290.0,2.57,52.14,8.0
494,0.0018000000000000002,57.81604,293.0,2.57,52.23,6.0
525,0.0018000000000000002,57.72222,293.0,2.28,46.02,4.6
202,0.0016899999999999999,23.105880000000003,289.0,1.9,35.18,6.5
922,0.0022500000000000003,98.02344000000001,296.15,3.06,59.74,7.5
922,0.0022500000000000003,98.02344000000001,296.15,3.06,59.74,7.5
186,0.0013000000000000002,22.79159,298.0,2.5,50.84,6.9
465,0.0024,50.09272,296.15,2.47,50.15,7.5
465,0.0024,50.09272,296.15,2.47,50.15,7.5
465,0.0024,50.09272,296.15,2.47,50.15,7.5
120,0.0022,13.277190000000001,294.0,2.2,44.04,3.5
141,0.00147,16.33278,294.0,2.09,41.27,4.6
410,0.0026000000000000003,46.383199999999995,293.0,3.16,61.07,6.0
419,0.0028,47.756690000000006,293.0,2.8,56.03,6.0
454,0.0024900000000000005,49.83804,293.0,2.47,50.23,7.5
1896,0.0027,228.13414000000003,289.0,3.46,64.47,5.0
186,0.0013000000000000002,23.274070000000002,298.0,2.49,50.6,6.9
670,0.002,69.97873,294.0,2.59,52.56,6.5
486,0.0020299999999999997,52.04185,289.0,2.41,48.97,7.5
420,0.0018000000000000002,45.52948000000001,293.0,2.0,38.57,6.0
360,0.0024,42.09207,298.0,2.16,43.1,5.4
198,0.00185,22.6173,298.0,2.1,41.47,6.2
244,0.00185,28.08115,293.0,2.64,53.47,5.67
887,0.00259,96.54162,293.0,3.07,59.89,5.0
887,0.00259,96.54162,293.0,3.07,59.89,5.0
887,0.00259,96.54162,293.0,3.07,59.89,5.0
887,0.00248,96.59973,293.0,2.76,55.45,5.0
286,0.0015500000000000002,33.10989,293.0,3.08,60.08,8.5
1080,0.0023,121.22721000000001,293.0,2.51,50.95,8.5
436,0.00265,50.97221,291.0,2.1,41.42,6.0
436,0.0035,51.069250000000004,291.0,4.2,70.71,9.5
320,0.0024,35.204910000000005,293.0,1.98,37.91,4.6
372,0.0024,42.90536,295.0,1.91,35.6,7.0
960,0.0015,102.79095,293.0,2.96,58.45,4.6
2562,0.003,292.25456,298.0,3.42,64.02,7.1
430,0.00125,48.33015,295.0,2.2,44.12,4.5
277,0.00145,30.88434,293.0,2.36,47.88,6.5
433,0.0022,47.088480000000004,277.0,2.75,55.21,6.3
433,0.0022,47.088480000000004,277.0,2.75,55.21,6.3
442,0.00148,50.748160000000006,295.0,2.18,43.54,6.5
254,0.0017900000000000001,28.84738,295.0,2.45,49.83,6.5
508,0.00215,57.596489999999996,295.0,2.52,51.25,6.5
508,0.00215,57.596489999999996,295.0,2.52,51.25,6.5
510,0.0017900000000000001,57.67657,295.0,2.61,52.86,6.5
255,0.0027,28.907439999999998,295.0,2.32,47.08,6.5
638,0.00193,71.14313,295.0,2.05,39.88,6.5
626,0.00182,69.59667,295.0,2.19,43.74,6.5
268,0.0028,30.3275,293.0,3.17,61.2,6.5
268,0.0028,30.3275,293.0,3.17,61.2,6.5
1026,0.0028,117.46857000000001,293.0,2.98,58.67,7.0
515,0.002,59.57766,293.0,2.66,53.75,7.0
454,0.00248,51.88075,292.0,2.37,48.0,10.5
454,0.00248,51.88075,292.0,2.37,48.0,10.5
408,0.0025,45.639089999999996,298.0,1.66,25.92,7.4
408,0.0025,45.639089999999996,298.0,1.66,25.92,7.4
461,0.0015500000000000002,50.94159,277.0,2.18,43.47,8.0
3308,0.0025,380.01503,293.0,3.46,64.4,8.0
3308,0.0025,380.01503,293.0,3.46,64.4,8.0
3308,0.0025,380.01503,293.0,3.46,64.4,8.0
317,0.00147,35.26186,289.0,2.13,42.3,8.0
672,0.0021000000000000003,76.79691000000001,291.0,2.56,51.93,8.2
2224,0.00228,239.82012,289.0,2.29,46.33,6.5
1076,0.0021000000000000003,115.49924000000001,290.0,2.16,43.18,6.5
108,0.0024,12.37496,291.0,2.15,42.78,6.5
170,0.0018000000000000002,19.83733,294.0,2.5,50.82,3.5
896,0.00185,98.44885000000001,293.0,3.04,59.52,6.5
434,0.002,46.61088,298.0,2.54,51.64,7.5
434,0.002,46.61088,298.0,2.54,51.64,7.5
722,0.0023,78.12723,289.0,2.1,41.5,5.5
861,0.0018000000000000002,91.89466,294.0,2.16,42.95,5.0
1047,0.00175,117.39102000000001,298.0,2.59,52.43,5.0
5860,0.0029,641.4773100000001,298.0,2.25,45.33,7.5
232,0.0018100000000000002,26.586750000000002,294.0,2.03,39.4,4.0
163,0.00183,17.76415,298.0,1.89,34.76,6.5
454,0.0022,51.60232,292.0,2.18,43.68,9.0
163,0.0015300000000000001,18.092200000000002,298.0,2.01,38.88,5.5
326,0.00147,36.78546,298.0,2.65,53.62,6.5
675,0.0029500000000000004,78.57522999999999,289.0,3.15,60.9,7.5
240,0.0022,27.74187,289.0,1.98,37.76,7.5
257,0.0019,27.93854,287.0,1.93,36.38,8.0
774,0.00192,84.60607,291.0,2.18,43.45,8.5
608,0.00209,67.92284,298.0,1.99,38.15,7.0
239,0.00215,26.2336,297.0,2.31,46.8,6.5
61,0.0019,7.10405,293.0,3.9,68.49,7.5
61,0.0019,7.10405,293.0,3.9,68.49,7.5
200,0.00164,22.81136,293.0,3.89,68.39,7.4
5900,0.0025,651.04512,298.0,2.3,46.52,7.5
885,0.0020299999999999997,97.26591,291.0,2.27,45.81,8.0
885,0.00219,97.31094,291.0,2.02,39.09,7.5
5415,0.0038900000000000002,603.4066899999999,293.0,3.03,59.37,8.5
401,0.00189,46.41095,293.0,2.43,49.42,5.6
549,0.0027,59.65781,293.0,3.22,61.77,7.0
1710,0.0027,190.46295,291.0,2.64,53.46,5.5
226,0.00185,25.53158,298.0,2.51,50.96,7.5
358,0.0029500000000000004,39.13085,298.0,2.73,54.92,6.3
159,0.002,19.16465,293.0,2.04,39.58,2.6
801,0.0024,91.26627,294.0,3.17,61.26,8.0
830,0.0021000000000000003,94.08241000000001,295.0,2.96,58.44,8.2
205,0.00176,23.12551,294.0,2.52,51.13,4.5
340,0.0015,35.267970000000005,294.0,2.19,43.89,6.5
2484,0.00395,287.04231,294.0,3.58,65.66,7.5
980,0.0028,108.26022,277.0,3.26,62.22,7.5
340,0.00176,38.15652,298.0,2.65,53.59,7.5
460,0.0021000000000000003,51.9273,290.0,2.27,46.0,8.0
165,0.00198,17.67059,298.0,2.13,42.15,5.5
308,0.0010500000000000002,35.34142,294.0,2.08,40.84,6.5
266,0.00215,30.08362,277.0,2.33,47.19,5.5
345,0.00186,38.1458,298.0,3.69,66.66,5.0
1596,0.00215,175.64227,298.0,2.16,43.1,7.5
442,0.0021000000000000003,48.77848,294.0,2.17,43.39,4.0
442,0.0021000000000000003,48.77848,294.0,2.17,43.39,4.0
488,0.00183,55.991640000000004,288.0,2.36,47.95,6.5
260,0.00271,28.37421,295.0,2.58,52.39,8.5
512,0.00275,56.04967,295.0,2.35,47.72,8.0
213,0.0019,23.513560000000002,293.0,2.54,51.59,8.0
774,0.002,86.77011999999999,278.0,2.37,48.19,7.0
213,0.00135,23.352520000000002,293.0,2.61,52.9,9.0
445,0.00189,48.19258,296.15,2.38,48.31,6.5
445,0.00189,48.19258,296.15,2.38,48.31,6.5
445,0.00189,48.19258,296.15,2.38,48.31,6.5
620,0.00198,62.89185,295.0,3.11,60.41,6.5
492,0.0016200000000000001,55.73599,291.0,2.05,39.93,7.5
474,0.0016,50.60775,291.0,2.28,46.14,7.2
1312,0.00217,147.09764,291.0,2.71,54.53,7.6
315,0.0015500000000000002,35.27627,277.0,2.5,50.72,8.5
4008,0.0032,464.02340999999996,273.0,3.04,59.52,4.2
335,0.0019,37.821,298.0,2.14,42.61,6.0
361,0.0028,41.667269999999995,294.0,2.05,39.99,8.5
310,0.0016,35.40634,298.0,2.01,38.9,7.4
628,0.0025099999999999996,74.75449,298.0,2.02,39.22,8.0
828,0.0018000000000000002,90.58023,289.0,2.28,46.14,6.5
406,0.0025499999999999997,45.72133,298.0,3.27,62.42,6.5
406,0.0025499999999999997,45.72133,298.0,3.27,62.42,6.5
772,0.0028,89.01896,298.0,2.64,53.46,7.5
163,0.0014,22.61082,291.0,2.65,53.55,5.6
478,0.0019,56.75186,293.0,2.73,54.87,8.0
137,0.002,17.30755,293.0,2.72,54.84,6.5
672,0.00165,74.54049,293.0,2.48,50.36,7.4
286,0.0014399999999999999,31.96526,298.0,1.85,33.64,7.0
224,0.0015500000000000002,24.70096,294.0,2.06,40.27,7.5
258,0.0038,28.871990000000004,298.0,5.25,76.59,5.8
520,0.0032,61.55055,273.0,3.21,61.68,8.5
520,0.0032,61.55055,273.0,3.21,61.68,8.5
520,0.0032,61.55055,273.0,3.21,61.68,8.5
520,0.0032,61.55055,273.0,3.21,61.68,8.5
508,0.0017800000000000001,57.137690000000006,293.0,2.21,44.24,5.5
1302,0.00218,145.33397,293.0,3.29,62.62,8.4
609,0.0020499999999999997,64.63028,298.0,3.53,65.18,10.5
2084,0.0028,230.52089,293.0,4.45,72.39,7.5
2084,0.0028,230.52089,293.0,4.45,72.39,7.5
918,0.0022,95.61238,297.0,4.12,70.15,8.0
489,0.0018000000000000002,54.0429,298.0,2.72,54.84,7.0
261,0.00185,29.93364,291.0,2.49,50.69,6.2
978,0.0028,112.96565,277.0,3.27,62.39,6.5
552,0.0021000000000000003,61.70807,291.0,1.89,35.07,7.5
672,0.0026000000000000003,75.69675000000001,293.0,2.31,46.66,6.5
169,0.0025,20.50412,290.0,4.55,69.87,6.8
371,0.00174,41.508379999999995,298.0,2.12,42.03,4.6
716,0.0018000000000000002,79.57936000000001,294.0,2.49,50.59,8.7
680,0.0023,76.74859,293.0,2.6,52.63,6.3
3120,0.0022,357.66538,298.0,2.4,48.71,6.0
560,0.00221,63.709199999999996,298.0,2.3,46.58,7.0
328,0.002,36.60401,293.0,2.05,40.04,9.0
422,0.0017,45.95658,298.0,3.15,60.89,5.6
2344,0.00235,252.24609,289.0,2.14,42.49,7.0
306,0.0017,35.65646,294.0,2.21,44.33,4.8
596,0.0025299999999999997,68.29113000000001,291.0,2.3,46.57,5.4
1064,0.00209,114.97286,289.0,2.05,39.96,10.0
295,0.0018000000000000002,34.26171,293.0,2.34,47.34,6.2
410,0.002,45.46377,294.0,2.5,50.84,6.2
282,0.0017,32.15717,289.0,2.2,44.09,6.5
282,0.0017,32.15717,289.0,2.2,44.09,6.5
340,0.0023,38.28041,298.0,2.35,47.63,6.2
342,0.0017,40.43196,293.0,2.59,52.48,4.65
1464,0.0020499999999999997,167.63719,295.0,2.69,54.21,7.5
458,0.00228,51.612480000000005,291.0,2.22,44.68,6.5
827,0.002,90.99741,277.0,2.66,53.74,7.5
392,0.0020499999999999997,41.58131,277.0,2.48,50.36,7.0
383,0.0016,44.575660000000006,293.0,2.52,51.11,6.5
383,0.0016,44.575660000000006,293.0,2.52,51.11,6.5
383,0.0021200000000000004,44.53154,293.0,2.58,52.37,6.5
383,0.00195,44.543589999999995,293.0,2.58,52.26,6.5
384,0.0018000000000000002,44.67468,293.0,2.58,52.39,6.5
384,0.0019,44.701699999999995,293.0,2.61,52.95,6.5
383,0.0018100000000000002,44.545629999999996,293.0,2.63,53.3,6.5
383,0.0021000000000000003,44.57368,293.0,2.57,52.15,6.5
519,0.00163,59.853300000000004,298.0,2.54,51.54,8.5
1126,0.0019,125.53963,300.0,2.67,53.91,6.1
247,0.002,26.952840000000002,293.0,2.52,51.23,5.0
142,0.00175,15.44432,273.0,2.28,46.06,6.3
402,0.0017,47.36218,294.0,2.21,44.44,5.5
154,0.0023,17.52502,294.0,2.16,43.06,5.5
1331,0.0029500000000000004,153.56226999999998,293.0,2.07,40.66,5.5
964,0.0024,106.94316,289.0,3.02,59.22,6.0
337,0.00198,36.30345,289.0,3.03,59.39,7.0
337,0.00198,36.40946,289.0,3.02,59.23,6.5
337,0.00242,36.482620000000004,289.0,3.04,59.49,6.5
802,0.00268,90.86292999999999,294.0,2.63,53.31,7.3
918,0.0024,95.39943,298.0,4.31,71.47,8.5
1836,0.0022,191.72542,298.0,4.15,70.36,7.5
339,0.0016200000000000001,36.60584,289.0,3.02,59.31,8.5
412,0.0035,48.79041,298.0,2.65,53.51,8.0
337,0.002,36.53465,289.0,3.1,60.38,7.0
336,0.002,36.41268,289.0,3.03,59.45,7.0
568,0.0023,66.75728,277.0,4.43,72.23,4.0
295,0.00135,34.40276,295.0,1.91,35.55,6.5
295,0.0016,34.20482,295.0,1.94,36.5,7.5
331,0.00206,35.64679,289.0,3.15,60.93,7.0
584,0.0022500000000000003,64.96891000000001,287.0,2.51,51.05,6.2
258,0.0022,30.73416,293.0,2.93,58.04,4.8
968,0.00192,111.24027000000001,293.0,2.97,58.53,5.5
323,0.0019,37.84113,295.0,2.2,43.97,6.5
164,0.00145,19.18311,277.0,2.03,39.52,8.0
166,0.0024700000000000004,19.04684,277.0,2.53,51.44,7.5
868,0.0025,104.46785000000001,298.0,2.37,48.03,6.0
418,0.0015300000000000001,48.18898,277.0,2.59,52.46,6.0
924,0.0021000000000000003,99.35591000000001,294.0,3.23,61.89,8.5
628,0.0018000000000000002,71.70645,277.0,2.06,40.18,7.1
1840,0.0019,200.27410999999998,294.0,2.09,41.04,5.4
352,0.00167,40.15981,298.0,2.38,48.33,5.0
